PseudoPipeID	EnsemblID.version	EnsemblID
PGOHUM00000295192	ENST00000590455.1	ENST00000590455
PGOHUM00000293937	ENST00000573670.1	ENST00000573670
PGOHUM00000302459	ENST00000496431.1	ENST00000496431
PGOHUM00000311698	ENST00000404020.2	ENST00000404020
PGOHUM00000294771	ENST00000457751.1	ENST00000457751
PGOHUM00000294851	ENST00000598153.1	ENST00000598153
PGOHUM00000293576	ENST00000567870.1	ENST00000567870
PGOHUM00000298226	ENST00000455767.1	ENST00000455767
PGOHUM00000290349	ENST00000531069.1	ENST00000531069
PGOHUM00000308557	ENST00000505650.2	ENST00000505650
PGOHUM00000290116	ENST00000423877.2	ENST00000423877
PGOHUM00000303143	ENST00000492525.1	ENST00000492525
PGOHUM00000300635	ENST00000509755.1	ENST00000509755
PGOHUM00000311425	ENST00000438986.3	ENST00000438986
PGOHUM00000292734	ENST00000554198.2	ENST00000554198
PGOHUM00000297684	ENST00000523713.1	ENST00000523713
PGOHUM00000298232	ENST00000440938.1	ENST00000440938
PGOHUM00000303740	ENST00000456717.1	ENST00000456717
PGOHUM00000292755	ENST00000478994.2	ENST00000478994
PGOHUM00000297153	ENST00000614601.1	ENST00000614601
PGOHUM00000291575	ENST00000480903.1	ENST00000480903
PGOHUM00000293882	ENST00000569855.1	ENST00000569855
PGOHUM00000303472	ENST00000523491.1	ENST00000523491
PGOHUM00000300660	ENST00000514761.1	ENST00000514761
PGOHUM00000303757	ENST00000447235.1	ENST00000447235
PGOHUM00000303627	ENST00000465034.1	ENST00000465034
PGOHUM00000300703	ENST00000509159.1	ENST00000509159
PGOHUM00000297455	ENST00000437537.1	ENST00000437537
PGOHUM00000291341	ENST00000534226.5	ENST00000534226
PGOHUM00000296891	ENST00000400619.3	ENST00000400619
PGOHUM00000301425	ENST00000403583.1	ENST00000403583
PGOHUM00000307533	ENST00000562845.1	ENST00000562845
PGOHUM00000291901	ENST00000425846.1	ENST00000425846
PGOHUM00000300076	ENST00000498068.1	ENST00000498068
PGOHUM00000303735	ENST00000397561.3	ENST00000397561
PGOHUM00000299314	ENST00000420238.1	ENST00000420238
PGOHUM00000296583	ENST00000612670.1	ENST00000612670
PGOHUM00000296530	ENST00000604134.1	ENST00000604134
PGOHUM00000303784	ENST00000621125.1	ENST00000621125
PGOHUM00000302072	ENST00000458300.1	ENST00000458300
PGOHUM00000298680	ENST00000418508.1	ENST00000418508
PGOHUM00000297426	ENST00000421957.1	ENST00000421957
PGOHUM00000296391	ENST00000450381.1	ENST00000450381
PGOHUM00000290529	ENST00000529327.1	ENST00000529327
PGOHUM00000297658	ENST00000518581.1	ENST00000518581
PGOHUM00000299996	ENST00000475247.2	ENST00000475247
PGOHUM00000305508	ENST00000511770.1	ENST00000511770
PGOHUM00000294820	ENST00000581877.1	ENST00000581877
PGOHUM00000304206	ENST00000615372.1	ENST00000615372
PGOHUM00000311712	ENST00000485829.2	ENST00000485829
PGOHUM00000299987	ENST00000480069.1	ENST00000480069
PGOHUM00000303473	ENST00000637086.1	ENST00000637086
PGOHUM00000293779	ENST00000571486.1	ENST00000571486
PGOHUM00000293345	ENST00000559957.1	ENST00000559957
PGOHUM00000292635	ENST00000496515.2	ENST00000496515
PGOHUM00000311703	ENST00000405686.2	ENST00000405686
PGOHUM00000304187	ENST00000429280.1	ENST00000429280
PGOHUM00000305095	ENST00000398901.2	ENST00000398901
PGOHUM00000291381	ENST00000545001.2	ENST00000545001
PGOHUM00000291080	ENST00000529289.2	ENST00000529289
PGOHUM00000310559	ENST00000436281.1	ENST00000436281
PGOHUM00000291048	ENST00000526024.1	ENST00000526024
PGOHUM00000298337	ENST00000509872.1	ENST00000509872
PGOHUM00000300694	ENST00000603219.1	ENST00000603219
PGOHUM00000289969	ENST00000414870.1	ENST00000414870
PGOHUM00000301040	ENST00000468914.2	ENST00000468914
PGOHUM00000304426	ENST00000467693.1	ENST00000467693
PGOHUM00000303289	ENST00000622260.1	ENST00000622260
PGOHUM00000299570	ENST00000487446.1	ENST00000487446
PGOHUM00000294804	ENST00000585803.1	ENST00000585803
PGOHUM00000299161	ENST00000476069.1	ENST00000476069
PGOHUM00000297192	ENST00000559466.1	ENST00000559466
PGOHUM00000308701	ENST00000596555.1	ENST00000596555
PGOHUM00000308144	ENST00000416377.2	ENST00000416377
PGOHUM00000310448	ENST00000589465.1	ENST00000589465
PGOHUM00000289914	ENST00000439688.1	ENST00000439688
PGOHUM00000301486	ENST00000340697.4	ENST00000340697
PGOHUM00000290796	ENST00000421277.1	ENST00000421277
PGOHUM00000298071	ENST00000415880.1	ENST00000415880
PGOHUM00000305553	ENST00000425912.1	ENST00000425912
PGOHUM00000292537	ENST00000549046.1	ENST00000549046
PGOHUM00000295721	ENST00000444241.1	ENST00000444241
PGOHUM00000292579	ENST00000480068.2	ENST00000480068
PGOHUM00000296642	ENST00000443067.1	ENST00000443067
PGOHUM00000311655	ENST00000451325.1	ENST00000451325
PGOHUM00000291426	ENST00000546823.1	ENST00000546823
PGOHUM00000311723	ENST00000515712.1	ENST00000515712
PGOHUM00000311725	ENST00000504105.1	ENST00000504105
PGOHUM00000293918	ENST00000465012.1	ENST00000465012
PGOHUM00000305706	ENST00000449858.2	ENST00000449858
PGOHUM00000300238	ENST00000513659.1	ENST00000513659
PGOHUM00000297483	ENST00000458366.1	ENST00000458366
PGOHUM00000297140	ENST00000436861.1	ENST00000436861
PGOHUM00000300608	ENST00000519625.1	ENST00000519625
PGOHUM00000295803	ENST00000412845.1	ENST00000412845
PGOHUM00000295818	ENST00000445758.4	ENST00000445758
PGOHUM00000297462	ENST00000420012.1	ENST00000420012
PGOHUM00000289732	ENST00000397237.2	ENST00000397237
PGOHUM00000304681	ENST00000438233.2	ENST00000438233
PGOHUM00000297979	ENST00000519999.1	ENST00000519999
PGOHUM00000302440	ENST00000438938.1	ENST00000438938
PGOHUM00000298754	ENST00000427218.1	ENST00000427218
PGOHUM00000300820	ENST00000521506.1	ENST00000521506
PGOHUM00000300631	ENST00000502452.1	ENST00000502452
PGOHUM00000300332	ENST00000424397.2	ENST00000424397
PGOHUM00000296904	ENST00000392855.2	ENST00000392855
PGOHUM00000304090	ENST00000435799.1	ENST00000435799
PGOHUM00000290700	ENST00000530590.1	ENST00000530590
PGOHUM00000293135	ENST00000530246.1	ENST00000530246
PGOHUM00000291971	ENST00000449146.1	ENST00000449146
PGOHUM00000299415	ENST00000429385.1	ENST00000429385
PGOHUM00000312556	ENST00000420021.2	ENST00000420021
PGOHUM00000301985	ENST00000407271.2	ENST00000407271
PGOHUM00000311453	ENST00000622029.1	ENST00000622029
PGOHUM00000299780	ENST00000514223.2	ENST00000514223
PGOHUM00000311136	ENST00000513866.1	ENST00000513866
PGOHUM00000307569	ENST00000596023.1	ENST00000596023
PGOHUM00000292933	ENST00000439564.5	ENST00000439564
PGOHUM00000300120	ENST00000508957.1	ENST00000508957
PGOHUM00000297454	ENST00000453783.2	ENST00000453783
PGOHUM00000301712	ENST00000406489.2	ENST00000406489
PGOHUM00000298868	ENST00000428587.1	ENST00000428587
PGOHUM00000292551	ENST00000616611.1	ENST00000616611
PGOHUM00000296419	ENST00000412047.1	ENST00000412047
PGOHUM00000300342	ENST00000413753.1	ENST00000413753
PGOHUM00000303067	ENST00000649956.1	ENST00000649956
PGOHUM00000295980	ENST00000424289.1	ENST00000424289
PGOHUM00000299100	ENST00000502376.1	ENST00000502376
PGOHUM00000301044	ENST00000467247.2	ENST00000467247
PGOHUM00000302110	ENST00000428627.1	ENST00000428627
PGOHUM00000303937	ENST00000426848.2	ENST00000426848
PGOHUM00000297091	ENST00000635418.1	ENST00000635418
PGOHUM00000301448	ENST00000401636.1	ENST00000401636
PGOHUM00000305753	ENST00000425589.1	ENST00000425589
PGOHUM00000292359	ENST00000605294.1	ENST00000605294
PGOHUM00000311570	ENST00000426570.3	ENST00000426570
PGOHUM00000294599	ENST00000592985.1	ENST00000592985
PGOHUM00000296015	ENST00000451818.2	ENST00000451818
PGOHUM00000302141	ENST00000429458.2	ENST00000429458
PGOHUM00000291935	ENST00000604259.5	ENST00000604259
PGOHUM00000295797	ENST00000621486.1	ENST00000621486
PGOHUM00000303176	ENST00000519939.1	ENST00000519939
PGOHUM00000296412	ENST00000457466.1	ENST00000457466
PGOHUM00000292334	ENST00000554110.2	ENST00000554110
PGOHUM00000297438	ENST00000521969.2	ENST00000521969
PGOHUM00000295053	ENST00000593820.1	ENST00000593820
PGOHUM00000308106	ENST00000637142.1	ENST00000637142
PGOHUM00000301297	ENST00000413771.1	ENST00000413771
PGOHUM00000312292	ENST00000513330.1	ENST00000513330
PGOHUM00000305505	ENST00000454958.1	ENST00000454958
PGOHUM00000299967	ENST00000514750.2	ENST00000514750
PGOHUM00000293817	ENST00000567922.1	ENST00000567922
PGOHUM00000298259	ENST00000395181.2	ENST00000395181
PGOHUM00000297354	ENST00000448152.2	ENST00000448152
PGOHUM00000294876	ENST00000588113.1	ENST00000588113
PGOHUM00000290725	ENST00000533003.1	ENST00000533003
PGOHUM00000293207	ENST00000558497.1	ENST00000558497
PGOHUM00000296920	ENST00000451602.1	ENST00000451602
PGOHUM00000290240	ENST00000441370.1	ENST00000441370
PGOHUM00000291884	ENST00000419579.2	ENST00000419579
PGOHUM00000302550	ENST00000431883.1	ENST00000431883
PGOHUM00000297713	ENST00000622821.1	ENST00000622821
PGOHUM00000295732	ENST00000454831.1	ENST00000454831
PGOHUM00000294336	ENST00000482905.2	ENST00000482905
PGOHUM00000308679	ENST00000619242.1	ENST00000619242
PGOHUM00000302288	ENST00000420373.2	ENST00000420373
PGOHUM00000303172	ENST00000520355.1	ENST00000520355
PGOHUM00000299073	ENST00000492925.1	ENST00000492925
PGOHUM00000299177	ENST00000513466.5	ENST00000513466
PGOHUM00000302076	ENST00000422363.1	ENST00000422363
PGOHUM00000305689	ENST00000430663.2	ENST00000430663
PGOHUM00000307546	ENST00000584105.1	ENST00000584105
PGOHUM00000293787	ENST00000569805.2	ENST00000569805
PGOHUM00000302485	ENST00000492517.1	ENST00000492517
PGOHUM00000303190	ENST00000522436.1	ENST00000522436
PGOHUM00000301473	ENST00000406314.1	ENST00000406314
PGOHUM00000305155	ENST00000438337.2	ENST00000438337
PGOHUM00000298102	ENST00000641920.1	ENST00000641920
PGOHUM00000308659	ENST00000466506.1	ENST00000466506
PGOHUM00000303395	ENST00000592792.1	ENST00000592792
PGOHUM00000294471	ENST00000508857.2	ENST00000508857
PGOHUM00000297844	ENST00000399891.2	ENST00000399891
PGOHUM00000295847	ENST00000449024.2	ENST00000449024
PGOHUM00000292026	ENST00000437203.1	ENST00000437203
PGOHUM00000291962	ENST00000645806.1	ENST00000645806
PGOHUM00000310961	ENST00000445028.1	ENST00000445028
PGOHUM00000293799	ENST00000562908.2	ENST00000562908
PGOHUM00000292568	ENST00000554603.1	ENST00000554603
PGOHUM00000310841	ENST00000531671.1	ENST00000531671
PGOHUM00000300890	ENST00000505573.2	ENST00000505573
PGOHUM00000297508	ENST00000603243.1	ENST00000603243
PGOHUM00000297143	ENST00000419720.1	ENST00000419720
PGOHUM00000289810	ENST00000423458.1	ENST00000423458
PGOHUM00000296457	ENST00000436366.1	ENST00000436366
PGOHUM00000290206	ENST00000417882.1	ENST00000417882
PGOHUM00000296658	ENST00000392075.3	ENST00000392075
PGOHUM00000296822	ENST00000424229.2	ENST00000424229
PGOHUM00000302424	ENST00000406065.2	ENST00000406065
PGOHUM00000311533	ENST00000437976.1	ENST00000437976
PGOHUM00000291032	ENST00000464109.1	ENST00000464109
PGOHUM00000304081	ENST00000448266.2	ENST00000448266
PGOHUM00000292584	ENST00000539512.1	ENST00000539512
PGOHUM00000305462	ENST00000426936.1	ENST00000426936
PGOHUM00000293177	ENST00000564187.1	ENST00000564187
PGOHUM00000299667	ENST00000420943.1	ENST00000420943
PGOHUM00000308711	ENST00000441512.1	ENST00000441512
PGOHUM00000304095	ENST00000445989.2	ENST00000445989
PGOHUM00000297821	ENST00000394290.3	ENST00000394290
PGOHUM00000299861	ENST00000513530.1	ENST00000513530
PGOHUM00000301242	ENST00000403621.1	ENST00000403621
PGOHUM00000300171	ENST00000511272.2	ENST00000511272
PGOHUM00000295701	ENST00000258651.4	ENST00000258651
PGOHUM00000302390	ENST00000604565.1	ENST00000604565
PGOHUM00000308055	ENST00000456455.1	ENST00000456455
PGOHUM00000291332	ENST00000605409.1	ENST00000605409
PGOHUM00000304936	ENST00000416620.2	ENST00000416620
PGOHUM00000293695	ENST00000572774.1	ENST00000572774
PGOHUM00000299636	ENST00000469035.1	ENST00000469035
PGOHUM00000310557	ENST00000457608.1	ENST00000457608
PGOHUM00000296628	ENST00000447545.1	ENST00000447545
PGOHUM00000298023	ENST00000414112.1	ENST00000414112
PGOHUM00000293848	ENST00000566702.1	ENST00000566702
PGOHUM00000296069	ENST00000431663.1	ENST00000431663
PGOHUM00000293832	ENST00000566185.1	ENST00000566185
PGOHUM00000304894	ENST00000450437.1	ENST00000450437
PGOHUM00000298075	ENST00000447549.1	ENST00000447549
PGOHUM00000301366	ENST00000604551.1	ENST00000604551
PGOHUM00000291993	ENST00000458195.1	ENST00000458195
PGOHUM00000291570	ENST00000481703.2	ENST00000481703
PGOHUM00000292931	ENST00000509801.1	ENST00000509801
PGOHUM00000304588	ENST00000399931.2	ENST00000399931
PGOHUM00000290416	ENST00000532712.1	ENST00000532712
PGOHUM00000301241	ENST00000403053.1	ENST00000403053
PGOHUM00000295133	ENST00000505115.1	ENST00000505115
PGOHUM00000294236	ENST00000570544.1	ENST00000570544
PGOHUM00000295832	ENST00000618627.1	ENST00000618627
PGOHUM00000303226	ENST00000523408.1	ENST00000523408
PGOHUM00000298797	ENST00000412645.1	ENST00000412645
PGOHUM00000294987	ENST00000636474.2	ENST00000636474
PGOHUM00000302775	ENST00000448776.1	ENST00000448776
PGOHUM00000304707	ENST00000393214.2	ENST00000393214
PGOHUM00000290757	ENST00000531824.1	ENST00000531824
PGOHUM00000300943	ENST00000455837.2	ENST00000455837
PGOHUM00000294487	ENST00000578177.2	ENST00000578177
PGOHUM00000293667	ENST00000562317.1	ENST00000562317
PGOHUM00000303305	ENST00000504319.1	ENST00000504319
PGOHUM00000290229	ENST00000437689.3	ENST00000437689
PGOHUM00000295892	ENST00000498492.2	ENST00000498492
PGOHUM00000300286	ENST00000505836.1	ENST00000505836
PGOHUM00000291301	ENST00000396414.4	ENST00000396414
PGOHUM00000290379	ENST00000441603.1	ENST00000441603
PGOHUM00000293956	ENST00000580926.1	ENST00000580926
PGOHUM00000289774	ENST00000435701.1	ENST00000435701
PGOHUM00000305060	ENST00000428996.1	ENST00000428996
PGOHUM00000299569	ENST00000483907.1	ENST00000483907
PGOHUM00000292839	ENST00000611635.4	ENST00000611635
PGOHUM00000304889	ENST00000396845.3	ENST00000396845
PGOHUM00000300211	ENST00000507445.2	ENST00000507445
PGOHUM00000291377	ENST00000543539.1	ENST00000543539
PGOHUM00000289943	ENST00000439659.1	ENST00000439659
PGOHUM00000291607	ENST00000544433.1	ENST00000544433
PGOHUM00000291901	ENST00000426792.2	ENST00000426792
PGOHUM00000293987	ENST00000416871.2	ENST00000416871
PGOHUM00000297001	ENST00000432727.1	ENST00000432727
PGOHUM00000298753	ENST00000445109.1	ENST00000445109
PGOHUM00000300180	ENST00000509020.2	ENST00000509020
PGOHUM00000302974	ENST00000481590.1	ENST00000481590
PGOHUM00000292253	ENST00000547576.2	ENST00000547576
PGOHUM00000304882	ENST00000412173.1	ENST00000412173
PGOHUM00000307925	ENST00000442607.1	ENST00000442607
PGOHUM00000304479	ENST00000605600.2	ENST00000605600
PGOHUM00000291594	ENST00000542842.1	ENST00000542842
PGOHUM00000292898	ENST00000454486.4	ENST00000454486
PGOHUM00000296286	ENST00000473049.1	ENST00000473049
PGOHUM00000301872	ENST00000404100.1	ENST00000404100
PGOHUM00000292518	ENST00000524281.1	ENST00000524281
PGOHUM00000290190	ENST00000443208.1	ENST00000443208
PGOHUM00000297835	ENST00000427200.1	ENST00000427200
PGOHUM00000298563	ENST00000427305.2	ENST00000427305
PGOHUM00000296182	ENST00000440782.3	ENST00000440782
PGOHUM00000298392	ENST00000445371.1	ENST00000445371
PGOHUM00000290193	ENST00000419176.1	ENST00000419176
PGOHUM00000298412	ENST00000420036.1	ENST00000420036
PGOHUM00000295744	ENST00000444540.3	ENST00000444540
PGOHUM00000296539	ENST00000614199.1	ENST00000614199
PGOHUM00000300017	ENST00000475555.1	ENST00000475555
PGOHUM00000302962	ENST00000523006.1	ENST00000523006
PGOHUM00000305117	ENST00000430422.1	ENST00000430422
PGOHUM00000292196	ENST00000450718.1	ENST00000450718
PGOHUM00000289877	ENST00000432217.1	ENST00000432217
PGOHUM00000300055	ENST00000512835.1	ENST00000512835
PGOHUM00000293598	ENST00000567338.1	ENST00000567338
PGOHUM00000300159	ENST00000513715.2	ENST00000513715
PGOHUM00000311786	ENST00000417252.2	ENST00000417252
PGOHUM00000291329	ENST00000553218.1	ENST00000553218
PGOHUM00000296794	ENST00000418784.1	ENST00000418784
PGOHUM00000303917	ENST00000610931.1	ENST00000610931
PGOHUM00000298889	ENST00000431088.1	ENST00000431088
PGOHUM00000292460	ENST00000448724.1	ENST00000448724
PGOHUM00000305264	ENST00000435496.1	ENST00000435496
PGOHUM00000300258	ENST00000604027.1	ENST00000604027
PGOHUM00000290676	ENST00000522384.2	ENST00000522384
PGOHUM00000302809	ENST00000614021.1	ENST00000614021
PGOHUM00000296641	ENST00000424742.1	ENST00000424742
PGOHUM00000295573	ENST00000438396.1	ENST00000438396
PGOHUM00000302542	ENST00000454810.1	ENST00000454810
PGOHUM00000294651	ENST00000593113.2	ENST00000593113
PGOHUM00000294707	ENST00000577490.1	ENST00000577490
PGOHUM00000291175	ENST00000532608.1	ENST00000532608
PGOHUM00000308227	ENST00000554692.1	ENST00000554692
PGOHUM00000303035	ENST00000605066.1	ENST00000605066
PGOHUM00000294813	ENST00000455456.2	ENST00000455456
PGOHUM00000296209	ENST00000448289.1	ENST00000448289
PGOHUM00000295821	ENST00000621347.1	ENST00000621347
PGOHUM00000298010	ENST00000448024.1	ENST00000448024
PGOHUM00000294334	ENST00000435925.2	ENST00000435925
PGOHUM00000299082	ENST00000496669.1	ENST00000496669
PGOHUM00000297017	ENST00000433229.1	ENST00000433229
PGOHUM00000296972	ENST00000426934.1	ENST00000426934
PGOHUM00000308368	ENST00000429536.1	ENST00000429536
PGOHUM00000291307	ENST00000547729.1	ENST00000547729
PGOHUM00000291522	ENST00000480485.2	ENST00000480485
PGOHUM00000291403	ENST00000547971.1	ENST00000547971
PGOHUM00000294795	ENST00000591045.1	ENST00000591045
PGOHUM00000300911	ENST00000494197.1	ENST00000494197
PGOHUM00000292319	ENST00000495231.1	ENST00000495231
PGOHUM00000301641	ENST00000428729.1	ENST00000428729
PGOHUM00000304466	ENST00000446606.1	ENST00000446606
PGOHUM00000303751	ENST00000618821.1	ENST00000618821
PGOHUM00000304943	ENST00000632688.1	ENST00000632688
PGOHUM00000310488	ENST00000430654.2	ENST00000430654
PGOHUM00000308575	ENST00000549144.1	ENST00000549144
PGOHUM00000296016	ENST00000432760.2	ENST00000432760
PGOHUM00000308478	ENST00000511504.2	ENST00000511504
PGOHUM00000298890	ENST00000446594.1	ENST00000446594
PGOHUM00000301612	ENST00000406819.2	ENST00000406819
PGOHUM00000305489	ENST00000422712.1	ENST00000422712
PGOHUM00000295989	ENST00000392009.3	ENST00000392009
PGOHUM00000304693	ENST00000359239.3	ENST00000359239
PGOHUM00000290350	ENST00000418718.1	ENST00000418718
PGOHUM00000295206	ENST00000458635.1	ENST00000458635
PGOHUM00000292095	ENST00000418445.1	ENST00000418445
PGOHUM00000297537	ENST00000446147.2	ENST00000446147
PGOHUM00000301382	ENST00000412182.1	ENST00000412182
PGOHUM00000311559	ENST00000426405.1	ENST00000426405
PGOHUM00000290908	ENST00000505076.1	ENST00000505076
PGOHUM00000304413	ENST00000532209.1	ENST00000532209
PGOHUM00000303270	ENST00000510718.1	ENST00000510718
PGOHUM00000290562	ENST00000528754.1	ENST00000528754
PGOHUM00000291686	ENST00000419708.1	ENST00000419708
PGOHUM00000290938	ENST00000529557.1	ENST00000529557
PGOHUM00000310402	ENST00000442453.2	ENST00000442453
PGOHUM00000300721	ENST00000515849.2	ENST00000515849
PGOHUM00000293706	ENST00000466136.1	ENST00000466136
PGOHUM00000293867	ENST00000568888.1	ENST00000568888
PGOHUM00000299697	ENST00000397646.2	ENST00000397646
PGOHUM00000298740	ENST00000435551.1	ENST00000435551
PGOHUM00000305208	ENST00000414579.2	ENST00000414579
PGOHUM00000305610	ENST00000388836.3	ENST00000388836
PGOHUM00000293214	ENST00000605798.1	ENST00000605798
PGOHUM00000298274	ENST00000411999.1	ENST00000411999
PGOHUM00000291702	ENST00000480482.2	ENST00000480482
PGOHUM00000299252	ENST00000603703.1	ENST00000603703
PGOHUM00000311406	ENST00000456716.1	ENST00000456716
PGOHUM00000304919	ENST00000413805.2	ENST00000413805
PGOHUM00000302668	ENST00000436327.1	ENST00000436327
PGOHUM00000306530	ENST00000556165.3	ENST00000556165
PGOHUM00000294513	ENST00000606610.1	ENST00000606610
PGOHUM00000291500	ENST00000540993.1	ENST00000540993
PGOHUM00000302584	ENST00000605782.1	ENST00000605782
PGOHUM00000310010	ENST00000641289.3	ENST00000641289
PGOHUM00000294735	ENST00000603126.1	ENST00000603126
PGOHUM00000296745	ENST00000415474.1	ENST00000415474
PGOHUM00000291719	ENST00000481005.2	ENST00000481005
PGOHUM00000304874	ENST00000455035.1	ENST00000455035
PGOHUM00000292014	ENST00000636373.1	ENST00000636373
PGOHUM00000291107	ENST00000542623.1	ENST00000542623
PGOHUM00000293530	ENST00000569776.2	ENST00000569776
PGOHUM00000295081	ENST00000636268.1	ENST00000636268
PGOHUM00000296389	ENST00000421785.1	ENST00000421785
PGOHUM00000303229	ENST00000517809.1	ENST00000517809
PGOHUM00000304448	ENST00000430630.2	ENST00000430630
PGOHUM00000294273	ENST00000424673.1	ENST00000424673
PGOHUM00000307966	ENST00000569728.1	ENST00000569728
PGOHUM00000301739	ENST00000427723.1	ENST00000427723
PGOHUM00000300112	ENST00000510094.2	ENST00000510094
PGOHUM00000300718	ENST00000508108.2	ENST00000508108
PGOHUM00000296833	ENST00000433842.1	ENST00000433842
PGOHUM00000294790	ENST00000581715.1	ENST00000581715
PGOHUM00000303625	ENST00000521453.1	ENST00000521453
PGOHUM00000299250	ENST00000462872.1	ENST00000462872
PGOHUM00000292695	ENST00000554777.2	ENST00000554777
PGOHUM00000304753	ENST00000446711.2	ENST00000446711
PGOHUM00000297676	ENST00000443400.1	ENST00000443400
PGOHUM00000299371	ENST00000425396.1	ENST00000425396
PGOHUM00000299796	ENST00000514630.1	ENST00000514630
PGOHUM00000301511	ENST00000439811.1	ENST00000439811
PGOHUM00000295792	ENST00000416137.1	ENST00000416137
PGOHUM00000310513	ENST00000412694.3	ENST00000412694
PGOHUM00000305562	ENST00000415662.1	ENST00000415662
PGOHUM00000303494	ENST00000508840.1	ENST00000508840
PGOHUM00000291720	ENST00000396270.3	ENST00000396270
PGOHUM00000296106	ENST00000446199.2	ENST00000446199
PGOHUM00000293376	ENST00000559111.1	ENST00000559111
PGOHUM00000300573	ENST00000511389.1	ENST00000511389
PGOHUM00000300719	ENST00000497612.3	ENST00000497612
PGOHUM00000311642	ENST00000469695.1	ENST00000469695
PGOHUM00000293144	ENST00000454464.2	ENST00000454464
PGOHUM00000296325	ENST00000422197.2	ENST00000422197
PGOHUM00000304352	ENST00000423835.1	ENST00000423835
PGOHUM00000301644	ENST00000401555.2	ENST00000401555
PGOHUM00000303304	ENST00000522089.1	ENST00000522089
PGOHUM00000297358	ENST00000603349.1	ENST00000603349
PGOHUM00000303883	ENST00000450201.2	ENST00000450201
PGOHUM00000294997	ENST00000636341.1	ENST00000636341
PGOHUM00000289751	ENST00000502808.2	ENST00000502808
PGOHUM00000300438	ENST00000491923.1	ENST00000491923
PGOHUM00000304682	ENST00000429006.1	ENST00000429006
PGOHUM00000296758	ENST00000427600.2	ENST00000427600
PGOHUM00000303316	ENST00000518873.1	ENST00000518873
PGOHUM00000308143	ENST00000444456.1	ENST00000444456
PGOHUM00000292745	ENST00000554755.1	ENST00000554755
PGOHUM00000295890	ENST00000609662.2	ENST00000609662
PGOHUM00000297056	ENST00000418670.1	ENST00000418670
PGOHUM00000308052	ENST00000622094.1	ENST00000622094
PGOHUM00000290185	ENST00000422016.1	ENST00000422016
PGOHUM00000300105	ENST00000398732.3	ENST00000398732
PGOHUM00000297517	ENST00000453285.1	ENST00000453285
PGOHUM00000301901	ENST00000404904.1	ENST00000404904
PGOHUM00000307937	ENST00000623198.2	ENST00000623198
PGOHUM00000295385	ENST00000605717.1	ENST00000605717
PGOHUM00000292692	ENST00000637212.1	ENST00000637212
PGOHUM00000295411	ENST00000599104.1	ENST00000599104
PGOHUM00000302370	ENST00000621922.1	ENST00000621922
PGOHUM00000297973	ENST00000521304.1	ENST00000521304
PGOHUM00000299046	ENST00000483456.1	ENST00000483456
PGOHUM00000298427	ENST00000419124.1	ENST00000419124
PGOHUM00000292948	ENST00000557871.1	ENST00000557871
PGOHUM00000311591	ENST00000455497.2	ENST00000455497
PGOHUM00000293638	ENST00000566277.2	ENST00000566277
PGOHUM00000298507	ENST00000423198.1	ENST00000423198
PGOHUM00000299931	ENST00000505363.2	ENST00000505363
PGOHUM00000292244	ENST00000636375.1	ENST00000636375
PGOHUM00000307927	ENST00000431358.2	ENST00000431358
PGOHUM00000299357	ENST00000454716.1	ENST00000454716
PGOHUM00000291654	ENST00000549485.1	ENST00000549485
PGOHUM00000292945	ENST00000560489.2	ENST00000560489
PGOHUM00000308691	ENST00000495431.1	ENST00000495431
PGOHUM00000296105	ENST00000424872.2	ENST00000424872
PGOHUM00000300072	ENST00000506634.1	ENST00000506634
PGOHUM00000298261	ENST00000611221.1	ENST00000611221
PGOHUM00000299554	ENST00000486538.1	ENST00000486538
PGOHUM00000304849	ENST00000426334.2	ENST00000426334
PGOHUM00000297662	ENST00000444224.1	ENST00000444224
PGOHUM00000300952	ENST00000513426.1	ENST00000513426
PGOHUM00000302853	ENST00000448626.1	ENST00000448626
PGOHUM00000304950	ENST00000457129.2	ENST00000457129
PGOHUM00000301799	ENST00000314255.4	ENST00000314255
PGOHUM00000304868	ENST00000439300.1	ENST00000439300
PGOHUM00000298939	ENST00000417973.1	ENST00000417973
PGOHUM00000298623	ENST00000433925.1	ENST00000433925
PGOHUM00000301567	ENST00000405668.2	ENST00000405668
PGOHUM00000301834	ENST00000406535.1	ENST00000406535
PGOHUM00000292989	ENST00000503999.2	ENST00000503999
PGOHUM00000304986	ENST00000432774.1	ENST00000432774
PGOHUM00000299253	ENST00000467631.1	ENST00000467631
PGOHUM00000304605	ENST00000603331.1	ENST00000603331
PGOHUM00000294397	ENST00000588235.1	ENST00000588235
PGOHUM00000300304	ENST00000503764.1	ENST00000503764
PGOHUM00000299905	ENST00000510079.2	ENST00000510079
PGOHUM00000302968	ENST00000485185.1	ENST00000485185
PGOHUM00000308690	ENST00000442990.1	ENST00000442990
PGOHUM00000305393	ENST00000597568.2	ENST00000597568
PGOHUM00000300268	ENST00000512633.1	ENST00000512633
PGOHUM00000298637	ENST00000448118.1	ENST00000448118
PGOHUM00000305158	ENST00000449374.1	ENST00000449374
PGOHUM00000302861	ENST00000454959.1	ENST00000454959
PGOHUM00000310546	ENST00000553634.1	ENST00000553634
PGOHUM00000290313	ENST00000415184.1	ENST00000415184
PGOHUM00000301343	ENST00000339867.4	ENST00000339867
PGOHUM00000292478	ENST00000518307.1	ENST00000518307
