id	chr	start	end	strand	parent	fraction	identity	e-value	class	families
PGOHUM00000245378	HSCHR6_MHC	29381939	29382513	+	ENSP00000325040	0.88	0.442	1.0E-33	Processed	PF00001;
PGOHUM00000245382	HSCHR6_MHC	29517611	29518510	+	ENSP00000312403	0.96	0.573	0.0	Processed	PF00001;
PGOHUM00000245383	HSCHR6_MHC	29538291	29539215	+	ENSP00000373038	1.0	0.891	0.0	Processed	PF00001;
PGOHUM00000245385	HSCHR6_MHC	29546890	29547404	+	ENSP00000375730	0.86	0.756	3.0E-24	Processed	PF00572;
PGOHUM00000245386	HSCHR6_MHC	29753919	29754406	+	ENSP00000390017	0.99	0.62	9.0E-31	Processed	PF00129;
PGOHUM00000245389	HSCHR6_MHC	29847263	29849141	+	ENSP00000394198	0.9	0.81	0.0	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000245390	HSCHR6_MHC	29855868	29856381	+	ENSP00000390851	0.37	0.63	2.0E-29	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000245391	HSCHR6_MHC	29885717	29887828	+	ENSP00000394198	0.94	0.74	0.0	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000245392	HSCHR6_MHC	29891600	29915260	+	ENSP00000390851	0.55	0.78	7.0E-40	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000251034	HSCHR6_MHC	29963885	29964882	+	ENSP00000387698	0.94	0.99	0.0	Duplicated	PF00129;
PGOHUM00000245396	HSCHR6_MHC	30195951	30196387	+	ENSP00000387530	0.94	0.591	4.0E-15	Processed	PF00097;PF00643;
PGOHUM00000245399	HSCHR6_MHC	30372300	30374220	+	ENSP00000252229	0.83	0.72	6.0E-29	Duplicated	PF00047;PF00129;PF07654;
PGOHUM00000245400	HSCHR6_MHC	30424365	30425670	+	ENSP00000261210	0.81	0.68	9.99967E-42	Duplicated	PF03020;PF08198;
PGOHUM00000245401	HSCHR6_MHC	30426522	30427888	+	ENSP00000367923	1.0	0.866	0.0	Processed	PF00549;PF08442;
PGOHUM00000245402	HSCHR6_MHC	30443566	30444225	+	ENSP00000376176	0.93	0.941	0.0	Processed	PF00071;PF08477;
PGOHUM00000245404	HSCHR6_MHC	31101019	31101202	+	ENSP00000324124	0.94	0.734	4.0E-13	Processed	PF01194;
PGOHUM00000245405	HSCHR6_MHC	31234397	31237563	+	ENSP00000302239	0.94	0.871	0.0	Processed	PF00443;PF00581;PF08969;
PGOHUM00000245406	HSCHR6_MHC	31239129	31240328	+	ENSP00000346001	1.0	0.926	0.0	Processed	PF00297;
PGOHUM00000245409	HSCHR6_MHC	31483349	31483925	+	ENSP00000392560	0.99	0.73	6.0E-36	Duplicated	PF00827;
PGOHUM00000245410	HSCHR6_MHC	32241597	32242454	+	ENSP00000383298	0.88	0.9	0.0	Duplicated	PF00076;
PGOHUM00000245412	HSCHR6_MHC	32969203	32969588	+	ENSP00000380156	0.95	0.721	1.0E-38	Processed	PF01655;
PGOHUM00000245413	HSCHR6_MHC	33017178	33018104	+	ENSP00000385037	0.57	0.8	6.0E-36	Duplicated	PF00047;PF00969;PF07654;
PGOHUM00000245416	HSCHR6_MHC	33228375	33228881	+	ENSP00000237500	0.98	0.917	0.0	Processed	PF00036;
PGOHUM00000247298	HSCHR6_MHC	28994645	28995533	-	ENSP00000366380	0.94	0.586	0.0	Processed	PF00001;
PGOHUM00000247301	HSCHR6_MHC	29105840	29106731	-	ENSP00000244623	0.95	0.587	0.0	Processed	PF00001;
PGOHUM00000247302	HSCHR6_MHC	29297641	29299073	-	ENSP00000264018	1.0	0.807	0.0	Processed	PF00270;PF00271;
PGOHUM00000247305	HSCHR6_MHC	29456836	29457238	-	ENSP00000346045	1.0	0.837	0.0	Processed	PF00833;
PGOHUM00000247306	HSCHR6_MHC	29505353	29506143	-	ENSP00000366331	0.7	0.414	5.99756E-43	Processed	PF00001;
PGOHUM00000247309	HSCHR6_MHC	29603639	29603919	-	ENSP00000405965	1.0	0.979	2.94273E-44	Processed	PF00240;
PGOHUM00000247311	HSCHR6_MHC	29706644	29710649	-	ENSP00000393355	0.95	0.73	1.0E-33	Duplicated	PF00047;PF00129;PF07654;
PGOHUM00000247312	HSCHR6_MHC	29715542	29715996	-	ENSP00000372047	0.99	0.816	0.0	Processed	PF04505;
PGOHUM00000247316	HSCHR6_MHC	30017917	30018692	-	ENSP00000252229	0.47	0.74	9.0E-33	Duplicated	PF00047;PF00129;PF07654;
PGOHUM00000247324	HSCHR6_MHC	31332373	31333836	-	ENSP00000335055	1.0	0.648	0.0	Processed	PF02205;
PGOHUM00000247326	HSCHR6_MHC	31564093	31564431	-	ENSP00000394670	0.94	0.885	0.0	Processed	PF00160;
PGOHUM00000247336	HSCHR6_MHC	32707550	32708230	-	ENSP00000354982	0.87	0.797	0.0	Processed	PF00510;
PGOHUM00000247339	HSCHR6_MHC	33093336	33094363	-	ENSP00000387396	0.69	0.68	7.0E-36	Duplicated	PF00047;PF00993;PF07654;
PGOHUM00000247340	HSCHR6_MHC	33107166	33108258	-	ENSP00000372566	0.62	0.68	6.0E-20	Duplicated	PF02210;
PGOHUM00000247341	HSCHR6_MHC	33503677	33504369	-	ENSP00000363638	1.0	0.935	0.0	Processed	PF02230;
PGOHUM00000247343	HSCHR6_MHC	28699796	28700680	+	ENSP00000346067	1.0	0.881	0.0	Processed	PF00318;
PGOHUM00000247344	HSCHR6_MHC	28829201	28829829	+	ENSP00000307889	1.0	0.819	0.0	Processed	PF01294;
PGOHUM00000247345	HSCHR6_MHC	29149439	29150371	+	ENSP00000366374	1.0	0.891	0.0	Processed	PF00001;
PGOHUM00000247346	HSCHR6_MHC	29183194	29184083	+	ENSP00000373038	0.95	0.636	0.0	Processed	PF00001;
PGOHUM00000247347	HSCHR6_MHC	29258672	29259557	+	ENSP00000304419	0.83	0.659	0.0	Processed	PF00001;
PGOHUM00000247348	HSCHR6_MHC	29385142	29385716	+	ENSP00000325040	0.88	0.442	6.0E-34	Processed	PF00001;
PGOHUM00000247352	HSCHR6_MHC	29520820	29521719	+	ENSP00000312403	0.96	0.573	0.0	Processed	PF00001;
PGOHUM00000247353	HSCHR6_MHC	29541490	29542414	+	ENSP00000373038	1.0	0.891	0.0	Processed	PF00001;
PGOHUM00000247355	HSCHR6_MHC	29550091	29550605	+	ENSP00000375730	0.86	0.761	7.0E-25	Processed	PF00572;
PGOHUM00000247357	HSCHR6_MHC	29757075	29757553	+	ENSP00000390017	0.93	0.706	1.0E-28	Processed	PF00129;
PGOHUM00000247360	HSCHR6_MHC	29846981	29848859	+	ENSP00000394198	0.9	0.82	0.0	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000247361	HSCHR6_MHC	29855596	29856109	+	ENSP00000390851	0.37	0.64	3.0E-30	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000247362	HSCHR6_MHC	30003690	30004227	+	ENSP00000390851	0.38	0.71	2.0E-39	Duplicated	PF00047;PF00129;PF06623;PF07654;
PGOHUM00000251043	HSCHR6_MHC	30052842	30053839	+	ENSP00000387698	0.94	0.99	0.0	Duplicated	PF00129;
PGOHUM00000251044	HSCHR6_MHC	30054076	30054956	+	ENSP00000392691	0.7	0.55	1.99965E-42	Duplicated	PF00047;PF06623;PF07654;
PGOHUM00000247366	HSCHR6_MHC	30460941	30462861	+	ENSP00000252229	0.83	0.73	6.0E-29	Duplicated	PF00047;PF00129;PF07654;
PGOHUM00000247369	HSCHR6_MHC	31187044	31187227	+	ENSP00000324124	0.94	0.719	1.0E-12	Processed	PF01194;
PGOHUM00000247370	HSCHR6_MHC	31320336	31323634	+	ENSP00000302239	0.98	0.849	0.0	Processed	PF00443;PF00581;PF08969;
PGOHUM00000247371	HSCHR6_MHC	31325200	31326396	+	ENSP00000346001	1.0	0.921	0.0	Processed	PF00297;
PGOHUM00000247372	HSCHR6_MHC	31572245	31572821	+	ENSP00000392560	0.99	0.73	6.0E-36	Duplicated	PF00827;
PGOHUM00000247373	HSCHR6_MHC	32052140	32052620	+	ENSP00000372811	0.28	0.98	0.0	Duplicated	PF00067;
PGOHUM00000247375	HSCHR6_MHC	32369506	32370363	+	ENSP00000383298	0.88	0.91	0.0	Duplicated	PF00076;
PGOHUM00000247376	HSCHR6_MHC	33080692	33081098	+	ENSP00000380156	1.0	0.721	4.0E-38	Processed	PF01655;
PGOHUM00000247379	HSCHR6_MHC	33477112	33477618	+	ENSP00000237500	0.98	0.911	0.0	Processed	PF00036;
PGOHUM00000243865	1	327463	332225	-	ENSP00000160740	0.98	0.417	0.0	Processed	PF00505;
PGOHUM00000243876	1	943457	943609	-	ENSP00000355315	1.0	0.882	2.0E-20	Processed	PF00832;
PGOHUM00000243883	1	6894403	6894660	-	ENSP00000274242	0.89	0.791	1.0E-34	Processed	PF01907;
PGOHUM00000243884	1	8117608	8118017	-	ENSP00000416638	0.7	0.831	9.94922E-44	Processed	PF01248;
PGOHUM00000243887	1	9722346	9722686	-	ENSP00000293842	0.84	0.656	2.0E-19	Processed	PF00467;
PGOHUM00000243888	1	10114501	10114840	-	ENSP00000346027	0.79	0.69	5.0E-34	Processed	PF01157;
PGOHUM00000243889	1	11051465	11051854	-	ENSP00000309629	0.78	0.788	0.0	Processed	PF00241;
PGOHUM00000243890	1	11338671	11339333	-	ENSP00000326473	0.83	0.84	3.0E-36	Duplicated	PF00179;
PGOHUM00000251049	1	11850740	11851392	-	ENSP00000365767	0.16	0.97	9.0E-36	Duplicated	PF02219;
PGOHUM00000243900	1	13182994	13183872	-	ENSP00000404559	1.0	0.881	0.0	Processed	PF00076;
PGOHUM00000243903	1	15018625	15018903	-	ENSP00000369736	0.86	0.849	5.0E-19	Processed	PF02970;
PGOHUM00000243904	1	15518324	15518946	-	ENSP00000304134	0.91	0.759	0.0	Processed	PF05644;
PGOHUM00000243907	1	16244193	16244403	-	ENSP00000297564	0.97	0.603	9.0E-11	Processed	PF02937;
PGOHUM00000243912	1	16567711	16567893	-	ENSP00000369146	1.0	0.803	9.0E-11	Processed	PF00131;
PGOHUM00000243913	1	16695648	16696025	-	ENSP00000346088	1.0	0.852	1.0E-30	Processed	PF01776;
PGOHUM00000243915	1	16875147	16877725	-	ENSP00000327209	0.11	0.91	0.0	Duplicated	PF06758;PF07989;
PGOHUM00000251050	1	16890441	16893848	-	ENSP00000412476	1.0	0.89	4.0E-35	Duplicated	PF06758;
PGOHUM00000251053	1	16907241	16912158	-	ENSP00000396525	1.0	0.92	2.0E-32	Duplicated	PF06758;
PGOHUM00000251054	1	16913546	16918516	-	ENSP00000396525	1.0	0.95	3.0E-32	Duplicated	PF06758;
PGOHUM00000243918	1	17007488	17014020	-	ENSP00000327209	0.16	0.9	0.0	Duplicated	PF06758;PF07989;
PGOHUM00000243920	1	17022926	17023567	-	ENSP00000399239	0.65	0.73	3.0E-34	Duplicated	PF02205;
PGOHUM00000243921	1	17029376	17034572	-	ENSP00000409368	0.9	0.92	4.0E-30	Duplicated	PF00023;
PGOHUM00000251055	1	17083730	17087598	-	ENSP00000373234	0.98	0.93	0.0	Duplicated	PF00051;
PGOHUM00000251056	1	17085299	17085664	-	ENSP00000391238	0.11	0.44	1.0E-15	Duplicated	PF00024;PF00051;PF00089;
PGOHUM00000243925	1	21330039	21330428	-	ENSP00000318646	1.0	0.716	6.0E-32	Processed	PF00410;
PGOHUM00000243928	1	21751116	21754451	-	ENSP00000316739	0.4	0.91	4.0E-39	Duplicated	PF06758;
PGOHUM00000243929	1	21786158	21786575	-	ENSP00000225655	0.99	0.77	2.0E-39	Processed	PF00235;
PGOHUM00000243931	1	22649342	22649824	-	ENSP00000419425	1.0	0.818	0.0	Processed	PF00160;
PGOHUM00000251057	1	23688576	23689016	-	ENSP00000334164	0.97	0.599	0.0	Processed	PF00096;
PGOHUM00000243934	1	24275508	24275873	-	ENSP00000254810	0.9	0.869	0.0	Processed	PF00125;
PGOHUM00000243935	1	24334767	24335009	-	ENSP00000252543	0.74	0.778	9.0E-21	Processed	PF01158;
PGOHUM00000243936	1	25451550	25451945	-	ENSP00000382707	0.99	0.811	0.0	Processed	PF04505;
PGOHUM00000243938	1	26545577	26546184	-	ENSP00000380635	0.79	0.61	1.0E-22	Duplicated	PF00025;
PGOHUM00000243946	1	27527327	27527964	-	ENSP00000262570	0.94	0.948	0.0	Processed	PF05300;PF06747;
PGOHUM00000243947	1	28013323	28013903	-	ENSP00000380998	0.99	0.754	1.99965E-42	Processed	PF03357;
PGOHUM00000243948	1	28316647	28317005	-	ENSP00000382707	0.9	0.621	3.0E-27	Processed	PF04505;
PGOHUM00000243950	1	28852828	28853740	-	ENSP00000349432	0.76	0.83	3.9937E-43	Duplicated	PF00578;PF08534;
PGOHUM00000243951	1	29308793	29309122	-	ENSP00000253788	1.0	0.706	2.0E-35	Processed	PF00467;PF01777;
PGOHUM00000251062	1	29814705	29823404	-	ENSP00000078545	0.08	0.81	1.0E-24	Duplicated	PF00041;PF00102;PF00629;
PGOHUM00000243955	1	31580994	31581471	-	ENSP00000346027	1.0	0.869	0.0	Processed	PF01157;
PGOHUM00000243957	1	31960438	31961820	-	ENSP00000217182	1.0	0.691	0.0	Processed	PF00009;PF03143;PF03144;
PGOHUM00000243960	1	32700003	32706475	-	ENSP00000221086	0.62	0.54	8.00141E-43	Duplicated	PF06602;
PGOHUM00000243961	1	32867713	32868716	-	ENSP00000229239	1.0	0.707	0.0	Processed	PF00044;PF02800;
PGOHUM00000243968	1	36545921	36546935	-	ENSP00000354649	0.92	0.518	0.0	Processed	PF04756;
PGOHUM00000243973	1	39423950	39424597	-	ENSP00000419449	1.0	0.78	4.0E-12	Duplicated	PF01253;
PGOHUM00000243975	1	40007327	40011522	-	ENSP00000405142	0.43	0.84	6.0E-21	Duplicated	PF00160;
PGOHUM00000243978	1	40798751	40799230	-	ENSP00000346027	1.0	0.938	0.0	Processed	PF01157;
PGOHUM00000243979	1	41059305	41059995	-	ENSP00000340823	0.94	0.635	1.99965E-42	Processed	PF02270;
PGOHUM00000243980	1	41403774	41405432	-	ENSP00000418447	1.0	0.76	0.0	Duplicated	PF00149;
PGOHUM00000243982	1	41730223	41730534	-	ENSP00000346012	1.0	0.71	3.0E-23	Processed	PF00935;
PGOHUM00000243983	1	42878072	42878465	-	ENSP00000318646	1.0	0.759	2.0E-20	Processed	PF00410;
PGOHUM00000243984	1	42965879	42966085	-	ENSP00000370012	1.0	0.942	8.0E-28	Processed	PF01290;
PGOHUM00000243986	1	43352267	43354396	-	ENSP00000313408	0.97	0.729	0.0	Processed	PF07810;
PGOHUM00000243987	1	43356768	43358016	-	ENSP00000417863	1.0	0.862	0.0	Processed	PF00642;
PGOHUM00000243989	1	44315973	44317405	-	ENSP00000318868	1.0	0.872	0.0	Processed	PF00464;
PGOHUM00000243991	1	44569012	44570375	-	ENSP00000293308	0.94	0.847	0.0	Processed	PF00038;
PGOHUM00000243992	1	44616473	44617317	-	ENSP00000301233	0.99	0.716	0.0	Processed	PF00096;
PGOHUM00000243997	1	45246001	45246387	-	ENSP00000318646	1.0	0.938	0.0	Processed	PF00410;
PGOHUM00000243999	1	45453909	45454397	-	ENSP00000419425	0.99	0.878	0.0	Processed	PF00160;
PGOHUM00000244002	1	46111491	46111869	-	ENSP00000318646	1.0	0.777	4.0E-35	Processed	PF00410;
PGOHUM00000244005	1	47131582	47132067	-	ENSP00000355955	0.95	0.695	2.0E-29	Processed	PF00173;
PGOHUM00000244006	1	47309005	47366106	-	ENSP00000334246	1.0	0.93	9.99967E-42	Duplicated	PF00067;
PGOHUM00000244007	1	47433349	47466766	-	ENSP00000311095	0.13	0.71	5.0E-20	Duplicated	PF00067;
PGOHUM00000244008	1	47540450	47541641	-	ENSP00000301072	0.89	0.757	0.0	Processed	PF00091;PF03953;
PGOHUM00000244009	1	47630164	47631544	-	ENSP00000354687	0.74	0.55	1.0E-11	Duplicated	PF00146;
PGOHUM00000244011	1	47963567	47964011	-	ENSP00000346027	0.99	0.753	0.0	Processed	PF01157;
PGOHUM00000244016	1	48790753	48791795	-	ENSP00000311677	1.0	0.809	0.0	Processed	PF00498;
PGOHUM00000244017	1	48962940	48963408	-	ENSP00000346027	0.98	0.783	2.8026E-45	Processed	PF01157;
PGOHUM00000244020	1	50864534	50865042	-	ENSP00000296503	0.82	0.653	3.0E-34	Processed	PF00505;
PGOHUM00000244021	1	50871104	50871696	-	ENSP00000344393	1.0	0.894	0.0	Processed	PF04900;
PGOHUM00000244022	1	51623646	51624143	-	ENSP00000309629	1.0	0.867	0.0	Processed	PF00241;
PGOHUM00000244023	1	51716273	51717144	-	ENSP00000341885	1.0	0.932	0.0	Processed	PF00333;PF03719;
PGOHUM00000244024	1	52027556	52035423	-	ENSP00000320866	0.62	0.67	7.0E-13	Duplicated	PF00262;
PGOHUM00000244025	1	52172810	52173818	-	ENSP00000229239	1.0	0.749	0.0	Processed	PF00044;PF02800;
PGOHUM00000244030	1	52717735	52717978	-	ENSP00000372005	0.72	0.723	5.0E-16	Processed	PF00226;
PGOHUM00000244031	1	53237869	53238320	-	ENSP00000228140	1.0	0.94	0.0	Processed	PF00312;PF08069;
PGOHUM00000244032	1	53390922	53391104	-	ENSP00000401770	0.81	0.705	9.0E-19	Processed	PF08039;
PGOHUM00000244033	1	53409224	53409603	-	ENSP00000254810	0.96	0.786	3.00018E-42	Processed	PF00125;
PGOHUM00000244035	1	53538785	53539083	-	ENSP00000398064	0.93	0.78	9.0E-33	Processed	PF04588;
PGOHUM00000244036	1	53904048	53904982	-	ENSP00000188376	0.86	0.685	0.0	Processed	PF00153;
PGOHUM00000244038	1	55838405	55839030	-	ENSP00000354876	0.96	0.621	8.0E-35	Processed	PF00116;PF02790;
PGOHUM00000244040	1	56673245	56674128	-	ENSP00000346598	1.0	0.733	0.0	Processed	PF00318;
PGOHUM00000244043	1	58071522	58071878	-	ENSP00000009589	1.0	0.807	4.2039E-45	Processed	PF00338;
PGOHUM00000244044	1	58513946	58514963	-	ENSP00000333504	0.9	0.88	0.0	Duplicated	PF00076;
PGOHUM00000244052	1	63106791	63107364	-	ENSP00000375730	0.95	0.788	0.0	Processed	PF00572;
PGOHUM00000244053	1	63825469	63826850	-	ENSP00000406463	0.94	0.813	0.0	Processed	PF00226;PF00515;PF07719;
PGOHUM00000244054	1	64254389	64254975	-	ENSP00000225430	1.0	0.862	0.0	Processed	PF01280;
PGOHUM00000244055	1	64308865	64309347	-	ENSP00000309629	0.98	0.827	0.0	Processed	PF00241;
PGOHUM00000244056	1	65450292	65451772	-	ENSP00000075120	1.0	0.844	0.0	Processed	PF00083;PF07690;
PGOHUM00000244060	1	66041813	66044063	-	ENSP00000315835	1.0	0.75	0.0	Duplicated	PF00535;PF00652;
PGOHUM00000244061	1	68125837	68126698	-	ENSP00000404559	1.0	0.781	0.0	Processed	PF00076;
PGOHUM00000244062	1	68515088	68515431	-	ENSP00000295087	0.7	0.64	8.0E-26	Processed	PF00025;PF00071;PF08477;
PGOHUM00000244063	1	68627440	68628716	-	ENSP00000357816	0.83	0.932	0.0	Processed	PF00389;PF02826;
PGOHUM00000244064	1	68708160	68708738	-	ENSP00000339095	0.99	0.938	0.0	Processed	PF01251;
PGOHUM00000244065	1	68841008	68841345	-	ENSP00000284811	1.0	0.903	0.0	Processed	PF03931;
PGOHUM00000244067	1	68980056	68980356	-	ENSP00000363641	0.99	0.673	3.0E-19	Processed	PF00085;
PGOHUM00000244068	1	70072538	70073984	-	ENSP00000263753	0.91	0.498	3.0E-29	Processed	PF07557;
PGOHUM00000244069	1	71126337	71126944	-	ENSP00000311032	0.72	0.818	0.0	Processed	PF00656;
PGOHUM00000244072	1	76209106	76210256	-	ENSP00000335465	0.99	0.94	0.0	Duplicated	PF00198;PF00364;
PGOHUM00000244073	1	76819265	76819924	-	ENSP00000265462	0.99	0.55	1.0E-20	Processed	PF00578;PF08534;
PGOHUM00000244074	1	78239553	78240564	-	ENSP00000331514	0.9	0.806	0.0	Processed	PF00022;
PGOHUM00000244075	1	78509067	78509855	-	ENSP00000377696	0.99	0.769	0.0	Processed	PF00795;
PGOHUM00000244078	1	79520633	79521740	-	ENSP00000365773	1.0	0.922	0.0	Processed	PF00266;
PGOHUM00000244079	1	80557791	80558924	-	ENSP00000360033	1.0	0.742	8.0E-37	Processed	PF04774;
PGOHUM00000244080	1	80916833	80917682	-	ENSP00000383298	0.91	0.86	0.0	Duplicated	PF00076;
PGOHUM00000244084	1	82061839	82062191	-	ENSP00000009589	1.0	0.866	7.9874E-44	Processed	PF00338;
PGOHUM00000244086	1	86869862	86870585	-	ENSP00000346063	0.99	0.691	0.0	Processed	PF00327;
PGOHUM00000244091	1	89448340	89449509	-	ENSP00000304139	1.0	0.692	1.0E-37	Processed	PF00076;PF08081;
PGOHUM00000244097	1	92000225	92001163	-	ENSP00000296490	1.0	0.866	0.0	Processed	PF00400;
PGOHUM00000244099	1	92580362	92581362	-	ENSP00000229239	1.0	0.801	0.0	Processed	PF00044;PF02800;
PGOHUM00000244101	1	93046036	93046380	-	ENSP00000414066	0.94	0.675	4.0E-29	Processed	PF05882;
PGOHUM00000244102	1	93112621	93113199	-	ENSP00000410354	1.0	0.687	0.0	Processed	PF00505;
PGOHUM00000244104	1	93656300	93656617	-	ENSP00000404375	1.0	0.849	0.0	Processed	PF00935;
PGOHUM00000244106	1	93744521	93744686	-	ENSP00000355315	1.0	0.811	1.0E-10	Processed	PF00832;
PGOHUM00000244109	1	94388131	94389113	-	ENSP00000354961	0.73	0.54	0.0	Processed	PF00361;PF01059;
PGOHUM00000244110	1	94390962	94391627	-	ENSP00000354632	1.0	0.57	9.0E-11	Processed	PF00119;
PGOHUM00000244113	1	94871953	94872438	-	ENSP00000346027	1.0	0.687	2.0E-39	Processed	PF01157;
PGOHUM00000244120	1	100858592	100859214	-	ENSP00000358554	0.93	0.895	0.0	Processed	PF05700;
PGOHUM00000244122	1	101406578	101407543	-	ENSP00000333504	0.98	0.744	0.0	Processed	PF00076;
PGOHUM00000244123	1	101736434	101736924	-	ENSP00000419425	0.99	0.829	0.0	Processed	PF00160;
PGOHUM00000244124	1	103565696	103566263	-	ENSP00000337127	0.85	0.608	9.0E-36	Processed	PF00081;PF02777;
PGOHUM00000244126	1	104695931	104696452	-	ENSP00000366525	1.0	0.651	0.0	Processed	PF00210;
PGOHUM00000244131	1	107345375	107346048	-	ENSP00000354632	1.0	0.695	0.0	Processed	PF00119;
PGOHUM00000244132	1	107346302	107346949	-	ENSP00000354876	0.97	0.655	1.99993E-41	Processed	PF00116;PF02790;
PGOHUM00000244133	1	107347096	107348654	-	ENSP00000354499	0.99	0.754	0.0	Processed	PF00115;
PGOHUM00000244135	1	108926311	108963861	-	ENSP00000264128	0.51	0.62	4.0E-15	Duplicated	PF00036;PF00153;
PGOHUM00000244136	1	109309465	109310206	-	ENSP00000302441	1.0	0.806	0.0	Processed	PF00702;
PGOHUM00000251068	1	109529581	109529870	-	ENSP00000237889	1.0	0.704	8.0E-14	Processed	PF08122;
PGOHUM00000244138	1	109646068	109647398	-	ENSP00000305556	0.68	0.8	0.0	Duplicated	PF00013;PF07650;
PGOHUM00000244139	1	110353265	110353614	-	ENSP00000347988	0.97	0.678	1.0E-29	Processed	PF04716;
PGOHUM00000244140	1	111390702	111391562	-	ENSP00000277746	1.0	0.951	0.0	Processed	PF08961;
PGOHUM00000244141	1	111550315	111558141	-	ENSP00000264157	0.62	0.71	0.0	Duplicated	PF00134;
PGOHUM00000244147	1	113433392	113433544	-	ENSP00000355315	1.0	0.902	3.0E-20	Processed	PF00832;
PGOHUM00000244150	1	114241506	114242231	-	ENSP00000341885	0.93	0.609	0.0	Processed	PF00333;PF03719;
PGOHUM00000244151	1	114544058	114544505	-	ENSP00000375730	0.79	0.64	1.0E-27	Processed	PF00572;
PGOHUM00000244154	1	116399532	116400440	-	ENSP00000333504	1.0	0.844	0.0	Processed	PF00076;
PGOHUM00000244155	1	117075600	117076714	-	ENSP00000369915	0.99	0.898	0.0	Processed	PF00956;
PGOHUM00000244156	1	117256458	117257457	-	ENSP00000229239	1.0	0.824	0.0	Processed	PF00044;PF02800;
PGOHUM00000244157	1	117282606	117285231	-	ENSP00000311997	1.0	0.687	0.0	Processed	PF00038;PF07142;
PGOHUM00000244158	1	117317700	117318189	-	ENSP00000313691	0.71	0.506	1.0E-16	Processed	PF00210;
PGOHUM00000244159	1	118183437	118184294	-	ENSP00000361686	1.0	0.753	0.0	Processed	PF01459;
PGOHUM00000244161	1	119156958	119158269	-	ENSP00000261303	1.0	0.839	0.0	Processed	PF00004;
PGOHUM00000244162	1	119627624	119628577	-	ENSP00000339090	1.0	0.848	0.0	Processed	PF00076;
PGOHUM00000244163	1	119669165	119669914	-	ENSP00000346050	1.0	0.833	0.0	Processed	PF01015;
PGOHUM00000244164	1	119761932	119762719	-	ENSP00000202773	0.92	0.849	0.0	Processed	PF01159;PF03868;
PGOHUM00000244166	1	120004655	120005644	-	ENSP00000229239	1.0	0.734	0.0	Processed	PF00044;PF02800;
PGOHUM00000244167	1	120038462	120039464	-	ENSP00000229239	1.0	0.767	0.0	Processed	PF00044;PF02800;
PGOHUM00000251070	1	120076831	120077369	-	ENSP00000395680	0.84	0.744	7.00649E-45	Processed	PF02800;
PGOHUM00000244169	1	120101381	120102397	-	ENSP00000229239	1.0	0.687	0.0	Processed	PF00044;PF02800;
PGOHUM00000244170	1	120138793	120139802	-	ENSP00000229239	1.0	0.704	0.0	Processed	PF00044;PF02800;
PGOHUM00000244172	1	120381811	120387131	-	ENSP00000404564	0.46	0.79	3.0E-28	Duplicated	PF06758;
PGOHUM00000244175	1	142688145	142689733	-	ENSP00000370817	0.89	0.436	4.0E-27	Processed	PF00018;PF00787;PF07653;
PGOHUM00000244178	1	142712913	142716793	-	ENSP00000366826	0.53	0.87	0.0	Duplicated	PF00023;
PGOHUM00000244180	1	142790583	142791295	-	ENSP00000354982	0.9	0.676	0.0	Processed	PF00510;
PGOHUM00000244184	1	143184614	143186190	-	ENSP00000370817	0.89	0.441	3.0E-26	Processed	PF00018;PF00787;PF07653;
PGOHUM00000244187	1	143209382	143213259	-	ENSP00000366826	0.53	0.87	0.0	Duplicated	PF00023;
PGOHUM00000244190	1	143243801	143244859	-	ENSP00000354499	0.7	0.73	0.0	Processed	PF00115;
PGOHUM00000244196	1	144392161	144392429	-	ENSP00000381473	0.95	0.663	3.0E-13	Processed	PF04588;
PGOHUM00000244198	1	144612265	144612672	-	ENSP00000225655	0.97	0.757	0.0	Processed	PF00235;
PGOHUM00000244201	1	145139028	145139569	-	ENSP00000338352	1.0	1.0	0.0	Processed	PF00293;
PGOHUM00000244202	1	145926122	145940113	-	ENSP00000342143	0.83	0.94	0.0	Duplicated	PF00595;
PGOHUM00000244208	1	146392454	146392861	-	ENSP00000225655	0.97	0.728	8.99634E-43	Processed	PF00235;
PGOHUM00000244209	1	146494495	146528188	-	ENSP00000358363	0.72	0.88	1.0E-35	Duplicated	PF06758;PF07989;
PGOHUM00000244212	1	146553890	146555127	-	ENSP00000260956	1.0	0.885	0.0	Processed	PF00076;PF05383;PF08777;
PGOHUM00000251082	1	146573047	146595832	-	ENSP00000359055	0.97	0.72	2.0E-29	Duplicated	PF06758;
PGOHUM00000244215	1	146583379	146583654	-	ENSP00000387749	0.75	0.681	7.0E-20	Processed	PF06758;
PGOHUM00000244216	1	146584932	146585197	-	ENSP00000387749	0.71	0.798	5.0E-27	Processed	PF06758;
PGOHUM00000244220	1	146674858	146676513	-	ENSP00000286788	1.0	0.928	0.0	Processed	PF00118;
PGOHUM00000244223	1	147467828	147481824	-	ENSP00000342143	0.83	0.93	0.0	Duplicated	PF00595;
