#Biotype
#   PSSD  - processed pseudogene
#   DUP    - duplicated pseudogene
#   FRAG  - ambiguous pseudogene
#
#Activity features
#    Tnx - transcription
#    Pol2 - polymerase 2 binding sites
#    AC - active chromatin
#    TF - transcription factor binding sites
#
#Activity test result:
#    0 - no activity feature
#    1 - the activity feature is present
#
#
#Pseudogene_id		Biotype	Parent_gene		Parent_transcript	Activity_features
ENST00000290702.4	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000432430.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529711.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000398050.3	PSSD	ENSG00000149925.10	ENST00000395248.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000425501.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000446772.1	DUP	ENSG00000127603.15	ENST00000530262.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433115.1	PSSD	ENSG00000100124.7	ENST00000215941.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000420457.1	PSSD	ENSG00000067177.10	ENST00000373545.3	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000421795.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000484462.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421074.1	PSSD	ENSG00000090013.4	ENST00000263368.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000358206.4	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000439294.1	PSSD	ENSG00000134419.9	ENST00000322989.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425589.1	PSSD	ENSG00000176979.8	ENST00000341062.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000419075.1	PSSD	ENSG00000165060.7	ENST00000377270.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000400864.2	DUP	ENSG00000125498.14	ENST00000336077.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405081.1	PSSD	ENSG00000129195.8	ENST00000308855.7	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000437106.1	PSSD	ENSG00000100316.11	ENST00000401609.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000544832.1	PSSD	ENSG00000176853.10	ENST00000521166.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000377437.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000454743.1	PSSD	ENSG00000171150.7	ENST00000306503.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000416300.1	PSSD	ENSG00000189266.6	ENST00000334351.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457709.1	DUP	ENSG00000196712.10	ENST00000431387.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433874.1	PSSD	ENSG00000004478.5	ENST00000001008.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419316.1	PSSD	ENSG00000130255.6	ENST00000394580.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000452415.1	DUP	ENSG00000153046.12	ENST00000328908.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000421902.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000506676.1	DUP	ENSG00000243135.1	ENST00000482026.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000492781.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512082.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432760.1	PSSD	ENSG00000086065.8	ENST00000223500.7	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000416399.1	PSSD	ENSG00000100216.4	ENST00000216034.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000444165.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000495088.1	PSSD	ENSG00000163714.11	ENST00000473835.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000542742.1	PSSD	ENSG00000171757.10	ENST00000446859.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453193.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000452257.1	PSSD	ENSG00000179051.9	ENST00000375433.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000447491.1	PSSD	ENSG00000101361.9	ENST00000381169.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415634.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000527287.1	unitary_pseudogene	ENSG00000196778.2	ENST00000307632.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000423619.1	PSSD	ENSG00000198918.6	ENST00000361575.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504908.1	PSSD	ENSG00000100852.7	ENST00000345122.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000528550.1	PSSD	ENSG00000156411.4	ENST00000414262.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000436141.1	unitary_pseudogene	ENSG00000146383.6	ENST00000275198.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000511688.1	PSSD	ENSG00000241685.3	ENST00000432884.2	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000443050.1	PSSD	ENSG00000169255.9	ENST00000320474.4	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000445747.1	PSSD	ENSG00000053371.7	ENST00000235835.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000425319.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000400275.2	PSSD	ENSG00000100902.5	ENST00000261479.4	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000528913.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431167.1	PSSD	ENSG00000106462.6	ENST00000320356.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000448473.1	DUP	ENSG00000148513.12	ENST00000374660.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000538089.1	PSSD	ENSG00000167283.3	ENST00000300688.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432156.1	PSSD	ENSG00000241468.3	ENST00000449683.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000511350.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508559.1	PSSD	ENSG00000185515.9	ENST00000369462.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000416450.1	PSSD	ENSG00000014641.13	ENST00000233114.8	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000523272.1	IG_V_pseudogene	ENSG00000211645.2	ENST00000390291.2	Tnx_1:Pol2_1:AC_0:TF_0
ENST00000453669.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000435020.1	PSSD	ENSG00000233927.2	ENST00000449223.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451450.1	DUP	ENSG00000106714.12	ENST00000297668.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417620.1	PSSD	ENSG00000117614.5	ENST00000354361.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513297.1	PSSD	ENSG00000176979.8	ENST00000341062.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000452967.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000437295.1	PSSD	ENSG00000135486.10	ENST00000340913.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000507585.1	DUP	ENSG00000151327.6	ENST00000396472.1	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000463814.1	DUP	ENSG00000221938.2	ENST00000408899.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440913.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000526967.1	PSSD	ENSG00000145592.9	ENST00000274242.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000343738.6	DUP	.	.	Tnx_0:Pol2_1:AC_0:TF_1
ENST00000522004.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000419427.1	DUP	ENSG00000122376.6	ENST00000298784.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000435408.1	DUP	.	.	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000454879.1	PSSD	ENSG00000145425.5	ENST00000514682.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000525775.1	PSSD	ENSG00000197223.7	ENST00000355848.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435400.1	PSSD	ENSG00000143977.9	ENST00000482975.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000518624.1	PSSD	ENSG00000076248.4	ENST00000542183.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000528321.1	PSSD	ENSG00000137492.3	ENST00000529901.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000515347.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455254.1	PSSD	ENSG00000006530.10	ENST00000355413.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000408043.1	PSSD	ENSG00000178537.5	ENST00000430379.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000404226.1	PSSD	ENSG00000112701.12	ENST00000424947.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455249.1	PSSD	ENSG00000146223.9	ENST00000493763.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000515767.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000441241.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000509149.1	PSSD	ENSG00000132475.3	ENST00000254810.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000480465.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000454986.1	PSSD	ENSG00000175029.11	ENST00000309035.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529514.1	DUP	ENSG00000086205.11	ENST00000356696.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422100.1	PSSD	ENSG00000145425.5	ENST00000507327.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428587.1	PSSD	ENSG00000124216.3	ENST00000244050.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512377.1	PSSD	.	.	Tnx_1:Pol2_1:AC_0:TF_1
ENST00000532415.1	DUP	ENSG00000008710.10	ENST00000262304.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521269.1	PSSD	ENSG00000147684.3	ENST00000522532.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416749.1	PSSD	ENSG00000096654.10	ENST00000211936.6	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000406090.1	PSSD	ENSG00000179088.9	ENST00000315192.8	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000388966.4	PSSD	ENSG00000144381.10	ENST00000388968.3	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000440057.1	PSSD	ENSG00000196715.4	ENST00000360768.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455216.1	DUP	ENSG00000101307.10	ENST00000279477.7	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000415642.1	DUP	ENSG00000211664.2	ENST00000390310.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431838.1	PSSD	ENSG00000196099.4	ENST00000309154.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000489971.1	PSSD	ENSG00000144713.8	ENST00000429711.2	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000404344.1	PSSD	ENSG00000162885.6	ENST00000366599.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000478577.1	PSSD	ENSG00000198918.6	ENST00000422326.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453699.1	PSSD	ENSG00000102978.7	ENST00000219252.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416175.1	PSSD	ENSG00000171530.8	ENST00000522370.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000457790.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000527459.1	DUP	.	.	Tnx_0:Pol2_1:AC_0:TF_1
ENST00000425027.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000479841.1	PSSD	ENSG00000089009.8	ENST00000424576.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000415522.1	PSSD	ENSG00000169519.14	ENST00000407364.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000441157.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399343.2	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411911.1	PSSD	ENSG00000112742.5	ENST00000230510.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000406683.1	PSSD	ENSG00000164508.3	ENST00000297012.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000517842.1	PSSD	ENSG00000178425.7	ENST00000319550.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000526818.1	PSSD	ENSG00000182156.4	ENST00000328313.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000423411.2	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429983.1	PSSD	ENSG00000156508.12	ENST00000316292.9	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514057.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417923.1	PSSD	ENSG00000197858.6	ENST00000355091.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000503144.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000423510.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413317.1	DUP	ENSG00000198019.7	ENST00000369384.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428976.1	PSSD	ENSG00000100814.11	ENST00000398160.1	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000455954.1	PSSD	ENSG00000163528.8	ENST00000396914.3	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000415962.1	PSSD	ENSG00000126267.3	ENST00000246554.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441577.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000443417.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412054.1	PSSD	ENSG00000143727.10	ENST00000272065.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000484463.2	PSSD	ENSG00000172809.7	ENST00000311111.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000519320.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000463158.1	DUP	ENSG00000127515.1	ENST00000248058.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412991.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000450463.1	PSSD	ENSG00000145425.5	ENST00000507327.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440624.1	PSSD	ENSG00000154582.11	ENST00000518127.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000484897.1	PSSD	ENSG00000168028.8	ENST00000301821.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000448300.1	PSSD	ENSG00000119414.7	ENST00000451402.1	Tnx_0:Pol2_1:AC_0:TF_1
ENST00000517972.1	PSSD	ENSG00000105877.12	ENST00000328843.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000509817.1	DUP	ENSG00000118894.7	ENST00000427587.2	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000451006.1	PSSD	ENSG00000184524.5	ENST00000330106.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000407932.1	DUP	ENSG00000112306.7	ENST00000230050.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458734.1	DUP	ENSG00000231997.1	ENST00000426006.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510588.1	PSSD	ENSG00000164687.6	ENST00000297258.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000443775.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000493832.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000505613.1	PSSD	ENSG00000064995.12	ENST00000361288.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453276.1	PSSD	ENSG00000065154.7	ENST00000368845.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000312710.5	PSSD	ENSG00000143420.12	ENST00000502246.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000503807.1	PSSD	ENSG00000164128.2	ENST00000296533.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000344424.4	DUP	ENSG00000135976.11	ENST00000289105.9	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000529239.1	PSSD	ENSG00000132780.11	ENST00000350030.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000376400.2	PSSD	ENSG00000001626.7	ENST00000003084.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000403109.1	PSSD	ENSG00000188612.6	ENST00000420826.1	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000443767.1	PSSD	ENSG00000157014.5	ENST00000287652.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000403318.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512270.1	PSSD	ENSG00000163605.10	ENST00000356692.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416956.1	DUP	ENSG00000077157.15	ENST00000406302.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000360993.2	PSSD	ENSG00000173598.8	ENST00000337179.4	Tnx_1:Pol2_1:AC_1:TF_0
ENST00000522436.1	PSSD	ENSG00000136888.6	ENST00000374050.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428057.1	DUP	ENSG00000135047.9	ENST00000342020.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000530827.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000515135.1	PSSD	ENSG00000118985.9	ENST00000237853.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449849.1	PSSD	ENSG00000170421.5	ENST00000293308.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000414627.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435191.1	PSSD	ENSG00000183648.2	ENST00000329559.2	Tnx_1:Pol2_0:AC_0:TF_1
ENST00000448908.1	PSSD	ENSG00000145592.9	ENST00000274242.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000430831.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418558.1	PSSD	ENSG00000232112.3	ENST00000438607.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415623.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432787.1	DUP	ENSG00000211956.2	ENST00000390616.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000530464.1	PSSD	ENSG00000108312.10	ENST00000343638.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504408.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000437749.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427983.1	PSSD	ENSG00000088247.9	ENST00000398148.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000469424.1	PSSD	ENSG00000166164.9	ENST00000394688.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000527159.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000517589.1	PSSD	ENSG00000196459.7	ENST00000458511.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000400363.2	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000418983.1	DUP	.	.	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000504587.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000532284.1	PSSD	ENSG00000160075.9	ENST00000291386.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439655.1	DUP	ENSG00000100280.12	ENST00000405198.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000444082.1	DUP	ENSG00000178104.13	ENST00000530130.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000525668.1	PSSD	ENSG00000087460.15	ENST00000338783.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000430745.1	PSSD	ENSG00000132522.9	ENST00000315601.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440882.1	PSSD	ENSG00000169375.10	ENST00000394947.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449851.1	PSSD	ENSG00000146223.9	ENST00000493763.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427762.1	PSSD	ENSG00000004455.10	ENST00000373449.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000429003.1	PSSD	ENSG00000197457.5	ENST00000370053.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457048.1	PSSD	ENSG00000173436.9	ENST00000322753.6	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000447112.1	PSSD	ENSG00000096384.13	ENST00000353801.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000418979.1	unitary_pseudogene	.	.	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000518953.1	IG_V_pseudogene	ENSG00000251546.1	ENST00000448155.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000285383.6	PSSD	ENSG00000110057.3	ENST00000227471.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426212.1	PSSD	ENSG00000127515.1	ENST00000248058.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425095.1	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449048.1	PSSD	ENSG00000166889.10	ENST00000428532.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445131.1	PSSD	ENSG00000057608.10	ENST00000380191.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441744.1	PSSD	ENSG00000205581.6	ENST00000380747.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509726.1	PSSD	ENSG00000197111.6	ENST00000437231.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000544818.1	PSSD	ENSG00000122705.10	ENST00000433436.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000414476.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000450470.1	DUP	ENSG00000196427.5	ENST00000370038.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000498774.1	PSSD	ENSG00000124831.13	ENST00000244815.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000484361.1	DUP	ENSG00000221834.2	ENST00000408942.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423746.1	DUP	ENSG00000077809.7	ENST00000324896.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000445020.1	PSSD	ENSG00000103550.7	ENST00000219837.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000436163.1	PSSD	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000449657.1	DUP	ENSG00000116141.10	ENST00000402574.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000403247.2	PSSD	ENSG00000182768.7	ENST00000379095.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419949.1	PSSD	ENSG00000173209.16	ENST00000357022.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000486956.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512134.1	PSSD	.	.	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000424092.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451469.1	PSSD	ENSG00000156508.12	ENST00000331523.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432375.1	PSSD	ENSG00000135486.10	ENST00000330752.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428027.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000443263.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000377662.2	PSSD	ENSG00000112763.10	ENST00000312541.5	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000535821.1	PSSD	ENSG00000163319.6	ENST00000295491.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452246.1	PSSD	ENSG00000081154.7	ENST00000265260.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000451061.1	DUP	ENSG00000046651.9	ENST00000380567.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000455617.1	PSSD	ENSG00000166848.3	ENST00000300086.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000490136.1	PSSD	ENSG00000089009.8	ENST00000202773.8	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457228.1	DUP	ENSG00000185686.12	ENST00000403441.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000535243.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426436.1	PSSD	ENSG00000145425.5	ENST00000274065.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438758.1	DUP	ENSG00000180777.8	ENST00000447268.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000453844.1	PSSD	ENSG00000198242.7	ENST00000355731.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504890.1	PSSD	ENSG00000122406.6	ENST00000370321.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000454125.1	PSSD	ENSG00000198211.6	ENST00000304984.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406551.1	PSSD	ENSG00000120438.7	ENST00000536394.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000457046.2	PSSD	ENSG00000119335.11	ENST00000372692.4	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000423150.1	PSSD	ENSG00000099917.11	ENST00000263205.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431445.1	PSSD	ENSG00000162244.5	ENST00000466397.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000520874.1	PSSD	ENSG00000148572.9	ENST00000277746.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451300.2	DUP	ENSG00000101210.6	ENST00000217182.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399993.2	PSSD	ENSG00000185896.9	ENST00000332556.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000517888.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000413027.1	PSSD	ENSG00000100316.11	ENST00000216146.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000431030.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000446054.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_1:TF_0
